Name,City
dr. Ranganath nayak,bengaluru
"dr. Saktel k. n. , m.p.e.b.hospital",shahdol
dr. Sharma shri ram,jaipur
dr. Shailendra trivedi,indore
dr. Suhas lele,vadodara
dr. Sunil ranjan deb,agartala
dr. Sharma m. k. ,indore
dr. Sundeep mishra,new delhi
"dr. Sundar r. , g.kuppuswamy naidu memorial hospital",coimbatore
"dr. Subba r.  rao, bangalore hospital",bengaluru
dr. Shuvanan ray,kolkata
dr. Subramaniam k. ,chennai
dr. Subramaniam n. ,chennai
dr. Susheela suresh,bengaluru
dr. Sanjay chaterjee,kolkata
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ranendranath chakraborthy,kolkata
dr. Rajesh hydrabadi,ahmedabad
dr. Rajeevv kumar misra,new delhi
dr. Ramesh s. s. ,bengaluru
"dr. Ramesh s. , manipal heart foundation",bengaluru
dr. Raghu t. r. ,bengaluru
dr. Senguttuvan n. ,chennai
dr. Rajiv mehrotra,new delhi
dr. Ramaswamy a. ,chennai
"dr. Ramaswamy, medical specialist centre",bengaluru
dr. Rajinder kr.  jalali,gurgaon
dr. Sanjay dwivedi,haridwar
dr. Rayudum n. v. ,hyderabad
"dr. Rajendra r.  agarwal, asha nursing home",kamptee
dr. Rakesh chandra agarwal,moradabad
dr. Sanjay garg,new delhi
dr. Rohit mody,mumbai
dr. Yash paul mehra,amritsar
"dr. Syed farha thullah, triplicane diagnostic centre & poly clinic",chennai
dr. Sethi j. p. ,jaipur
dr. Sanjay londhe,indore
dr. Ramesh s. ,mysore
"dr. Sanjeev 
sanjeev tambi",jaipur
dr. Satyanandan s. ,kadavanthra
dr. Soni n. d. ,indore
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Shiva m. c.  kumar,mysore
dr. Subramanyam,tirupati
dr. Sudhansu bhattacharya,mumbai
dr. Sunil kumar singla,patiala
dr. Sharma j. k. ,new delhi
dr. Sitangshu das,kolkata
dr. Suhas p.  hardas,aurangabad
"dr. Sivakumar t. v. s. , swatantra hospital",rajahmundry
dr. Shankar u. ,chennai
"dr. Shanmuga s.  sundaram, k.s.hospital",chennai
dr. Shyam lal,jaipur
dr. Subramaniyam p. ,chennai
dr. Rajan m. v. ,mudical
dr. Sanjeev kr.  agarwal,tirupati
dr. Sayed m rahman,patna
dr. Rajesh kumar agarwal,patna
dr. Rameswara t. ,bengaluru
dr. Santosh padhy,indore
dr. Raghava p.  raju,hyderabad
dr. Rajinder pal singh,jalandhar
dr. Rajasekaran m. a. ,chennai
dr. Sankaran a. ,chennai
dr. Ramesh r.  dargad,mumbai
"dr. Raj kapoor, vivekanand hospital & research centre",moradabad
dr. Sanjiv bakshi,chandigarh
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Surendra y. s. ,mysore
dr. Sree k. a.  vilasan,parur
dr. Sanky nagarajan,chennai
dr. Selvaraj d. ,chennai
dr. Surendra daga,kolkata
dr. Sreenivas a.  kumar,medak
dr. Shetty v.  anand,balmatta
dr. Suresh k. p.  kumar,thrissur
dr. Siddharth sarkar,new delhi
dr. Sibananda datta,howrah
dr. Shakuntala c. ,hyderabad
dr. Subhash c.  agarwal,agra
dr. Sukhmar ghosh,kolkata
dr. Sunil jain,kolkata
dr. Sukumar d. ,chennai
dr. Surana g. c. ,chennai
dr. Shalin b.  thakore,ahmedabad
dr. Ramaprasad mukherjee,24 parganas
dr. Ramanath l.  kamath,mangalore
dr. Sameer i.  dani,ahmedabad
dr. Satinder singh kaushal,shimla
dr. Sengottuvel g. ,salem
"dr. Sarat k.  chandra, apollo hospital",hyderabad
dr. Rajasekar setty,bengaluru
dr. Satish a.  rao,kochi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sankaran a. ,hyderabad
dr. Rajesh rajani,mumbai
dr. Ravi bhatia,indore
"dr. Rajagopal r. , ramakrishna nursing home",bengaluru
dr. Ranjan kumar,patna
dr. Sashi sekhar chaterjee,patna
dr. Satyanarayan routray,cuttack
dr. Sankar prasad pal,kolkata
dr. Ravi raman,gwalior
"dr. Ranganathappa, apporva diag. centre",bengaluru
dr. Rajendra p.  kumar,kurnool
dr. Subramanya s. v. ,mysore
dr. Sujatha p. l. ,chennai
"dr. Rao, dhiran clinical centre",bengaluru
dr. Ram babu gupta,jaipur
dr. Ravindran,chennai
dr. Rama,chennai
dr. Sri s. v.  krishna,bengaluru
"dr. Rajendra i.  desai, anu clinic",surat
dr. Shadaksharappa,bengaluru
dr. Sundar r. ,chennai
dr. Singh b. k. ,koderma
dr. Sunil kumar,patna
dr. Singh b. j. ,ahmedabad
dr. Sharad agarwal,meerut
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sukumar p. ,chennai
dr. Sriniwas,patna
"dr. Raghavendra rao, mohini mansion",bengaluru
dr. Sadhan ray,kolkata
dr. Rambilas mittal,new delhi
dr. Ramchandani k. l. ,mumbai
"dr. Rajpal k.  abhaichand, g.kuppuswamy naidu memorial hospital",coimbatore
dr. Saibal gupta,kolkata
"dr. Raghava p. v.  sarma, lalitha hospital",guntur
"dr. Rame d. c.  gowda, sumanth nursing home",bengaluru
dr. Rajasekhara h. v.  setty,bengaluru
"dr. Rajneesh calton, c.m.c.hospital",ludhiana
dr. Ramesh p.  babu,vijayawada
dr. Rajendra kr.  agarwal,allahabad
dr. Ramakrishnan r. ,chennai
dr. Ravindranath m. v. ,coimbatore
dr. Ranganathanappa a. ,bengaluru
dr. Sanghvi l. m. ,jaipur
dr. Rajagopalan b. ,chennai
dr. Rupesh kumar modi,indore
dr. Rajendra kumar jenaw,jaipur
dr. Ranganathan d. ,chennai
"dr. Suresh a.  gandhi, medical nursing home",porbandar
dr. Surendrakumar j.  mishra,mumbai
dr. Soura mukherjee,24 parganas
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Shenoy k.  prakash,karkala
dr. Subash v.  chandra,bengaluru
dr. Sivaiah k. ,tirupati
dr. Sunil baran roy,hyderabad
"dr. Shyam sunder kothari, all india institute of medical sciences",new delhi
dr. Subhas kr.  rana,kolkata
dr. Singhal m. ,jaipur
dr. Sundara g.  rao,secunderabad
dr. Sunil wadhwa,new delhi
dr. Sharad kela,hyderabad
dr. Sudhir kumar singh,koderma
"dr. Solomon victor, the heart institute oprn",chennai
dr. Robin j.  pinto,mumbai
"dr. Rao y. v. , usha cardiac centre limited",vijayawada
dr. Rajnish juneja,faridabad
dr. Rajasekhar d. ,tirupati
"dr. Ramesh b. , bangalore hospital",bengaluru
dr. Ramesh b. ,bengaluru
dr. Sanjay,mumbai
"dr. Sanjiv petkar, g.b. pant hospital",new delhi
dr. Rakesh goel,ghaziabad
dr. Ranjan s. ,chennai
dr. Sailesh d.  trived,bhavnagar
dr. Sripathi,udupi
dr. Rismon p. h. ,kochi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sandhya nanjundiah,bengaluru
"dr. Srikrishna s. v. , st. john's medical college & hospital",bengaluru
dr. Sunil kumar kapoor,hyderabad
"dr. Sivakumar d. v. , sri surya hospitals",vijayawada
dr. Sunil c.  nigam,new delhi
dr. Sharma girdhari,jaipur
"dr. Snehal kulkarni, k. e. m. hospital",mumbai
dr. Sundar n.  bose,chennai
"dr. Singh p. s. , airforce hospital",ghaziabad
dr. Singh b. p. ,patna
dr. Sharad kr. r.  jain,indore
"dr. Subramaniam t. , heart clinic",chennai
dr. Shashidhara,bengaluru
"dr. Sandeep malli, bangalore hospital",bengaluru
dr. Rama k.  bala,guntur
"dr. Ramesh bhayana, dr.ramjass hospital",rewari
dr. Sanjeeb roy,udaipur
dr. Sanjib kumar pandey,kolkata
dr. Reddy k. s. ,secunderabad
dr. Saketa n. p. ,mumbai
dr. Ramadurai t. s. ,chennai
"dr. Rajendra kr.  tandon, tandon intensive heart care centre",agra
dr. Sadanand mishra,patna
dr. Raman kr.  sharma,new delhi
dr. Ramachandran p. ,chennai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ravi dutt garg,ambala
dr. Ramakanta gupta,burdwan
"dr. Sanjay sharma, lps institute of cardiology",kanpur
"dr. Ramana g. m. , cghs",secunderabad
dr. Ramana b.  rao,bengaluru
dr. Rajendra vasaiya,ahmedabad
dr. Sharma bhaskar,jaipur
dr. Subramaniam k. ,chennai
dr. Singh b. v. ,patna
dr. Raj b.  singh,chennai
dr. Sreedhar k. ,bengaluru
dr. Sital ghosh,kolkata
dr. Sharma samin kumar,jaipur
dr. Sharma m. p. ,jaipur
dr. Siba prasad,kolkata
dr. Seshadri k. ,bengaluru
dr. Subhas chandra dey,mumbai
dr. Subhash chandra,new delhi
dr. Sunil gajendragadkar,new delhi
dr. Sisir kumar gupta,kolkata
"dr. Sinha r. k. , medicine / mgm medical col. & hosptl.",jamshedpur
dr. Sharad h.  dave,ahmedabad
dr. Sanjeev c. g. ,kozhikode
dr. Rahman s. m. ,patna
dr. Rajiv agarwal,new delhi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sandip k.  rane,mumbai
dr. Rukmani b. s. ,chennai
dr. Sai g.  gopal,visakhapatnam
dr. Rajeev agarwal,allahabad
dr. Ravish katira,mumbai
dr. Sankar a. ,chennai
"dr. Sanjiv kr.  sangal, bansal nursing home",muzaffarnagar
dr. Rakesh jalota,lucknow
dr. Satyanarayana j. ,chennai
dr. Ravishankar s. ,mysore
dr. Rajendra h. n.  kumar,bengaluru
dr. Samir shrivastav,new delhi
"dr. Sasi m.  kumar, military hospital",pune
dr. Yash pal munjal,new delhi
dr. Subba p.  rao,tirupati
dr. Rameshchandra sahoo,balmatta
"dr. Rajendra prasad, k.g. medical college",lucknow
"dr. Shreemathi p. s. , cardio-vascular & thoracic surg. and inst. of child health & hosp. for children",chennai
dr. Sudhir k.  bhatnagar,nagpur
dr. Suzena r.  gupta,mumbai
dr. Sunil kumar modi,new delhi
dr. Sithayyan s. k. ,coimbatore
dr. Sharma k. s. ,bharatpur
dr. Sharma r. c. ,indore
dr. Subir kumar saha,kolkata
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
"dr. Subhash d. t. , research centre and heart hospital",mysore
"dr. Surendar mohan garg, garg clinic",new delhi
"dr. Solomon chaterjee, central medical centre",hisar
dr. Rissam h. s. ,new delhi
"dr. Samuel k.  mathew, apollo hospital",chennai
dr. Ramvilas saboo,hyderabad
dr. Sanjiv r.  choudhary,nagpur
dr. Rai chandi nath sahay,ranchi
"dr. Rajagopala a.  raju, madwin hospitals",hyderabad
dr. Rajendra kr.  gokhroo,ajmer
dr. Rakesh b.  gupta,ahmedabad
dr. Saroja k.  bai,bengaluru
dr. Ray g. c. ,kolkata
dr. Singh r. d. ,jaipur
"dr. Shambhu sharan, sharan's clinic",motihari
dr. Ramesh krishna kamath,new delhi
dr. Rajendra p.  banthia,raipur
dr. Suresh choraria,kolkata
dr. Sujit kumar biswas,silchar
dr. Shamsunder r.  handa,mumbai
dr. Snehasish gupta,howrah
dr. Sharma n. g. k. ,udupi
dr. Shadaksharappa k. s. ,bengaluru
dr. Syam n. ,thiruvananthapuram
dr. Swpan kumar halder,24 parganas
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Shadaksharappa b. k. ,bengaluru
"dr. Subhash chandra, manipal heart foundation",bengaluru
dr. Seshagiri,hyderabad
dr. Swapan kumar de,burdwan
dr. Subhash chandra jain,new delhi
dr. Sunil chugh,udaipur
dr. Srinivasan m. ,tirunelveli
dr. Rajan joseph manjooran,parur
dr. Rajiv lochan,new delhi
dr. Rama murthy bingi,bengaluru
dr. Sai o.  satish,hyderabad
dr. Ravichandran j. m. ,chennai
"dr. Reddy g. n. , indo- american hospital",bengaluru
dr. Ramesh k. v. ,bengaluru
dr. Saroj soni,ranchi
dr. Rony mathew,ernakulam
dr. Sanjib mukherjee,kolkata
"dr. Rahul malhotra, malhotra heart institute & medical research centre",new delhi
dr. Satya r.  bhattacharjee,silchar
dr. Surendra kumar pareek,jaipur
dr. Subhash barodh,indore
"dr. Santhoshan m. , santhosham chest hospital",chennai
dr. Raj gopal mandhana,jaipur
dr. Sudhakar b. g. k. ,hyderabad
dr. Srikrishandas gupta,jaipur
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sivakumar r. ,chennai
dr. Sushil kumar kumbhat,mumbai
dr. Sunil thomas chandy,vellore
dr. Srivastava r. k. ,lucknow
dr. Singh r. v. ,visakhapatnam
dr. Shanti h.  pantvaidya,mumbai
dr. Singh s. m.  sapra,new delhi
dr. Sunil lohila,kolkata
dr. Srinivasaiah a. ,bengaluru
dr. Sudhir r.  naik,hyderabad
dr. Shubendu banerjee,kolkata
dr. Sriram rajgopal,new delhi
dr. Rajan g. ,chennai
dr. Robert mao,chennai
"dr. Rajan santhosham, santhosh chest hospital",chennai
dr. Sampath m.  kumar,erode
"dr. Sarda n.  manohar, sarda hospital",nagpur
dr. Renuka sriram,chennai
"dr. Rajnish dahuja, leela heart and medicare centre",saharanpur
"dr. Ramesh b.  babu, medwin hospital",hyderabad
"dr. Rajeev kr.  agarwal, family medicine and heart center",faridabad
dr. Sathyanarayan rao,bengaluru
dr. Sailoj kanti datta,agartala
dr. Satyanarayana b. n.  rao,bengaluru
dr. Saumitra ray,kolkata
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Satyanarayana p.  rao,hyderabad
dr. Sathya h. c. ,bengaluru
"dr. Raja deshpande, suvidha hospital",mumbai
dr. Ranganathan s. r. ,chennai
dr. Yadu nath giri,muzaffarpur
dr. Shankar a. b. ,chennai
dr. Subramanian a. ,chennai
dr. Shivalingappa h. ,bengaluru
dr. Ramakrishnan c. v. ,chennai
dr. Rajashekar y. ,bengaluru
dr. Ravi agrawal,indore
dr. Raveendran t. ,chennai
dr. Rajkumar r. ,chennai
dr. Shivakumar r. v. ,thanjavur
dr. Shridhar dwivedi,new delhi
dr. Sharma g. l. ,jaipur
dr. Shankar krishnasami,vellore
dr. Sushil kumar sonthaliya,indore
dr. Shailesh ch.  sharma,raipur
dr. Subhash anand,chandigarh
dr. Seshagiri d.  rao,kakinada
dr. Subhankar bhattacharya,kolkata
dr. Srinivasan g. ,chennai
"dr. Ratanraj j. , harvey heart hospitals",chennai
dr. Salil bhargava,ujjain
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ramanath t. ,badi shahganj
dr. Sampath v.  kumar,hyderabad
"dr. Ravindra k. r.  gupta, ravindra hospital",hisar
dr. Rajeshwari k. v. ,chennai
"dr. Rajarathnam n. , g.kuppuswamy naidu memorial hospital",coimbatore
dr. Rama r.  krishnan,chennai
dr. Rajasekhar d.  svims,tirupati
dr. Ram murti singh,varanasi
dr. Renukarya m. b. ,bengaluru
dr. Sachdeva s. m. ,ghaziabad
dr. Reddy g. v. ,visakhapatnam
dr. Rajesh mistry,navsari
dr. Ramamurthy b. ,chennai
dr. Rakesh varma,new delhi
dr. Sanjay gujarati,indore
dr. Ray d. c.  chaudhury,kolkata
dr. Ramakrishna kodali,vijayawada
"dr. Subhash d. 
tarey",bengaluru
dr. Sudhir sharma,jaipur
dr. Rajagopal s. ,chennai
dr. Sadadev m. ,mysore
dr. Soni naveen,jaipur
dr. Sorga begum,hyderabad
dr. Sureswaraiah s. m. ,bengaluru
dr. Subir kumar pal,ranchi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Shanmugasundaram s. ,chennai
dr. Sivaji g. ,chennai
dr. Shakeel haider khan,hyderabad
dr. Sukumar mukherjee,kolkata
dr. Sharad kumar parashar,hoshangabad
dr. Soma b.  raju,hyderabad
dr. Subramaniyan k. ,chennai
dr. Shuva dutta,kolkata
dr. Ranjeet singh gahlot,jodhpur
dr. Sachapara p. l. ,bhubaneswar
dr. Sanjay malhotra,bengaluru
dr. Sadhna j.  joglekar,mumbai
dr. Ramaswamy n. ,bengaluru
dr. Saibal kar,kolkata
dr. Ramana t. k.  kumar,chennai
dr. Ravi y. s.  kumar,mysore
"dr. Radhakrishna v.  murty, lakshmi nursing home",machilipatnam
"dr. Rajesh jain, noble hospital",indore
"dr. Raja rama mohan k.  rao, citi cardiac research centre",vijayawada
"dr. Sanjay mittal, escorts heart institute and research centre",new delhi
dr. Sankaran n. ,maharaja nagar
dr. Ramakrishnan s. ,pollachi
"dr. Ramamurthy bingi, bingi's heart care centre",bengaluru
dr. Ranganath s. ,bengaluru
dr. Sankar s. ,pondicherry
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Rakesh kr.  agarwal,chandigarh
dr. Sudarshan kumar khanna,new delhi
dr. Suresh khandakar,new delhi
"dr. Sudagar r. , maragatham clinic",chennai
dr. Sudhakar . k rao,secunderabad
dr. Shivarudraswamy m. ,mysore
"dr. Shrinivasan r iyengar, new ashish hospital",vadodara
dr. Srihari t. ,chennai
dr. Sudeshna majumdar,kolkata
dr. Ramananda k.  shetty,coimbatore
dr. Ramendu mehta,ahmedabad
dr. Saran r. k. ,lucknow
"dr. Sandeep puri, dayanand medical college & hospital",ludhiana
"dr. Shreenivas, vivekananda hospital",bengaluru
dr. Suresh jain,mandsaur
dr. Sudhir goyal,new delhi
dr. Srinivasa c. s.  raju,cuddapah
dr. Srikanta n. s.  sastry,bengaluru
dr. Rajiv pande,shahjahanpur
dr. Sandeep seth,new delhi
dr. Shailender singh,hyderabad
dr. Sridhar r. ,mysore
dr. Sourangsu,kolkata
dr. Savithramma. k. ,bengaluru
dr. Ravi m. s. ,chennai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ram kumar gupta,gwalior
dr. Sadhukhan s. ,kolkata
dr. Ramkrishna dey,kolkata
dr. Samar bandopadhyay,hooghly
dr. Sudarsan paul,kolkata
dr. Shiva kumar,bengaluru
dr. Sudhir chandra jha,sitamarhi
dr. Sudheer kumar malik,raebareli
dr. Shetty b.  ashok,balmatta
"dr. Shri ram gupta, district hospital",sultanpur
"dr. Rao k. r. m. , military hospital",secunderabad
"dr. Ravindra gupta, ravi clinic",udaipur
dr. Ramnani k.  indrajit,ahmedabad
dr. Spandan bhadury,24 parganas
dr. Shridharani r. a. ,bhavnagar
dr. Srinivas v. k. ,bengaluru
dr. Somasundaram m. ,chennai
dr. Shamita amin k. ,baroda
dr. Raghu c. ,vijayawada
dr. Rajiv ranjan pd,patna
dr. Rajeev gupta,jaipur
dr. Rajeev ranjan,patna
dr. Samarendra nath roy,kolkata
dr. Suresh v.  joshi,mumbai
dr. Ramachandra a. v. s.  rao,hyderabad
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ramesh d. ,bengaluru
"dr. Rao b. s. , tata main hospital",jamshedpur
dr. Ramnani i. k. ,ahmedabad
"dr. Shivananda m. n. , r.k. nursing home",bengaluru
dr. Subrata datta,kolkata
dr. Srinivasa m.  rao,hyderabad
dr. Sudeep kumar,lucknow
"dr. Robindra kumar goswami, goswami clinic",tezpur
dr. Rakash gupta,new delhi
dr. Raminder singh hazuria,new delhi
dr. Rajat mohan,new delhi
dr. Richard saldhana,chennai
dr. Rajasimha a. ,mysore
dr. Rishi kumar arya,jalandhar
dr. Vohra k. k. ,vadodara
dr. Shobhana p.  pandit,mumbai
dr. Santanu guha,bansdroni
dr. Samantaray p. c. ,kolkata
"dr. Satish kumar gupta, global hospital & research centre",mount abu
dr. Shenoi r. h. n. ,bengaluru
dr. Sridevi b. ,tirupati
dr. Sanjeev agarwal,new delhi
dr. Saikat kumar kundu,kolkata
dr. Sanjeev rao,bengaluru
dr. Selvaraj s. f. v. ,chennai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Ravi g.  kanth,secunderabad
dr. Rishi kumar gupta,faridabad
dr. Senthamarai r.  selvi,chennai
dr. Shekhar k puthran,mumbai
dr. Shireesh sathe,pune
dr. Sheila m.  deshmukh,mumbai
dr. Suresh m.  pai,kankanady
dr. Shatapathy p. ,manipal
dr. Raju k. r. k. s. ,secunderabad
dr. Sanjay kumar chugh,new delhi
dr. Rao p.  vittal,manipal
dr. Ramesh tharwani,indore
dr. Rajasimha a. ,mysore
dr. Ravikant d.  darne,mumbai
"dr. Senthilnathan c. , c s n hospital",chennai
dr. Shashikant sharma,indore
dr. Suresh kr.  jain,indore
dr. Shreesh kumar gupta,gondia
dr. Sounderarajan s. ,vellore
dr. Ravi shankar b. r.  rao,bengaluru
"dr. Ramesh bhoite, girirraj hospital",pune
dr. Rajeev chaudhary,lucknow
dr. Sandeep bansal,new delhi
"dr. Srinivas r. , srinivasa heart centre",telangana
dr. Soumitra kumar,kolkata
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Sudheer d.  palkar,mumbai
"dr. Shiva h. b.  prasad, bangalore hospital",bengaluru
dr. Srinivas k. h. ,bengaluru
dr. Suresh chand jain,new delhi
dr. Santaram v. ,hyderabad
dr. Rama v.  narasimham,visakhapatnam
dr. Sahasranam k. v. ,kozhikode
dr. Samanta t. k. ,kolkata
dr. Sapru r. p. ,chandigarh
dr. Rabindra bhattacharya,kolkata
dr. Rajiv verma,new delhi
dr. Shreenivasaiah a. ,bengaluru
"dr. Srinath k.  reddy, aiims",new delhi
dr. Sreenivas c. d.  murthy,mysore
dr. Suresh v.  patted,belgaum
"dr. Shetty, dr a v shetty's cardiac clinic",balmatta
"dr. Sudha r. , janak tandon nursing home",new delhi
dr. Ravindra k.  modi,purnia
dr. Runwal u. t. ,hubli
dr. Sheela chakravarthi,bengaluru
dr. Subramanya n. i. ,bengaluru
dr. Surjadeep sengupta,new delhi
dr. Shiv nath prasad,patna
dr. Raghunath p.  nayak,bengaluru
dr. Raghu k. ,hyderabad
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Rajesh n.  desai,ahmedabad
"dr. Ramji l.  ladha, jeevan jyoti nursing home",tinsukia
"dr. Shrikant d.  kole, bombay hospital",mumbai
dr. Sudhir kumar,gorakhpur
dr. Somaya anand,mumbai
dr. Ravindra k.  jain,new delhi
dr. Satish chandra gupta,mumbai
dr. Suddhasattwa das,kolkata
"dr. Shreyas, polyclinic",bengaluru
dr. Sudbir chandra sinha,patna
dr. Subramanya p.  bhat,karangalpady
"dr. Sreenivas c. g, vijaya heart foundation",chennai
dr. Shrikant jog,indore
dr. Ramesh chandra ahuja,lucknow
dr. Rajkumar j.  edwin,palayamkottai
dr. Rao c. r. ,bengaluru
dr. Sanzgiri p. s. ,mumbai
dr. Rama d.  rao,bengaluru
dr. Vsm b. s.  cheema,mangalore
dr. Yogesh rao,bengaluru
"dr. Ulhas mahajan, dr.waghmare's nursing home",indore
dr. Yugandhar b. ,hyderabad
dr. Tejas m.  patel,mumbai
"dr. Zamen ahmed, noble nursing home",bengaluru
dr. Yadav raj kumar,jaipur
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Tejas patel,ahmedabad
dr. Tapas das,nadia
dr. Tapan kumar banerjee,kolkata
dr. Tapan jyoti sarkar,kolkata
"dr. Tallam premakumar, r.k. nursing home",bengaluru
dr. Talwar anil,jaipur
dr. Tajmul a.  hussain,chennai
"dr. Arjun padmanabhan, sp fort hospital trivandrum",trivandrum
dr. Talwar s. k. ,new delhi
dr. Tapan ghose,new delhi
dr. Tandon n. h. ,mumbai
dr. Thomas titus,thiruvananthapuram
dr. Thomas david,ludhiana
dr. Tarapada mukherjee,kolkata
dr. Tapeshwar prasad,gaya
dr. Tarun dave,ahmedabad
dr. Tapas ray chaudary,kolkata
dr. Tarunendra chaterjee,new delhi
dr. Tarun roa chaudhury,barpeta
dr. Thakur r. b. p. n.  singh,patna
dr. Tirupathi g. v reddy,bengaluru
"dr. Timma s. r.  reddy, jayanagar general hospital",bengaluru
dr. Thomas mundianickal,edappally
dr. Thakorbhai k.  patel,ahmedabad
dr. Tanuja de,kolkata
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
"dr. Tarun kumar praharaj, b.m. birla heart research centre",kolkata
dr. Thanickachalam s. ,chennai
dr. Thillai thiruvadi s.  vallal,chennai
dr. Thirumal babu,vellore
dr. Thirumal k.  babu,coimbatore
dr. Thomas v. m. ,thrissur
dr. Thirunavukkarasu n. ,chennai
dr. Thirumala s. p.  rao,mysore
dr. Terezine s. r.  kattakkayam,aluva
dr. Thakur a. k. ,patna
dr. Tarun h.  dave,ahmedabad
"dr. Uday, wockhardt medical & research centre",bengaluru
dr. Tilak k.  lall,mumbai
dr. Ullal s. r. ,balmatta
dr. Uday b.  khanolkar,bengaluru
dr. Uday h.  kumar,hyderabad
dr. Trinath mishra,berhampur
"dr. Tonpe d. b. , s.c.r. medical college",cuttack
"dr. Tongia r. k. , heart & general hospital",jaipur
dr. Tridip ranjan kumar,kolkata
dr. Uday bhaskar khanolkar,bengaluru
dr. Uday kumar naik,hyderabad
"dr. Tripathy j. , adm hospital / baridih",jamshedpur
dr. Tiwari rajeev lochan,jaipur
"dr. Trinath kumar mishra, m.k.c.g. medical college",berhampur
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Yekanath h. g. ,bengaluru
"dr. Trinity, trinity hospital",chennai
"dr. Tripti deb, apollo hospital",hyderabad
dr. Upkar a.  kaul,new delhi
"dr. Umesh gupta, m. p. diagnostic heart centre",new delhi
dr. Udaychandra ghatgi,bengaluru
dr. Umesh c.  patnaiks,koraput
dr. Tushar dhruv,kolkata
dr. Tushar roy,new delhi
dr. Utkarsh mehd,ahmedabad
dr. Umesh chandra jha,darbhanga
dr. Utpal kr.  biswas,darbhanga
dr. Umesh masand,indore
dr. Uttam kumar patnaik,berhampur
dr. Udayanarayan sarkar,kolkata
dr. Umesh kumar ojha,koderma
dr. Tushar k.  das,new delhi
dr. Utpal shah,ahmedabad
dr. Umesh chandra samal,patna
dr. Umesh c. h.  chandra,hyderabad
dr. Vasudevan d. r. ,chennai
dr. Vandana d.  prabhu,bengaluru
dr. Vasudevaraj v. ,thiruvannamalai
dr. Vasant v.  odak,mumbai
dr. Vasu s. c. ,mysore
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
"dr. Vaidyanathan p. r. , g.kuppuswamy naidu memorial hospital",coimbatore
dr. Venkat goyal,mumbai
dr. Vallabh mundra,indore
dr. Varun bhargava,nagpur
"dr. Varshney k. k. , k.k. hospital & heart centre",aligarh
dr. Vasant r.  pai,mumbai
dr. Vaithianathan s. ,chennai
dr. Vaidyanathan d. ,chennai
dr. Varkey c. c. ,bengaluru
